Orig Hotspot Rank,Nfrag,Min,Ave,Orig,Hotspot Cluster,N_Heavy_Atoms,N_BBone_Atoms,PDB_SASA,Excl_SASA,PDB_HS_SASA,Excl_HS_SASA,Adj_PDB_SASA,Adj_PDB_HS_SASA,Relative_Adj_SASA,MinDist,MaxDist,AvgDist,MidDist,Vol,Excl_Vol,NAdj (Hotspots in Cluster),Sum_GFE,Sum_Min_GFE,Sum_PDB_SASA,Sum_PDB_HS_SASA,Sum_Excl_SASA,Sum_Excl_HS_SASA,Sum_NFrag,Sum_Adj_N_Atoms,Sum_N_BBone_Atoms,Sum_Vol,Sum_Excl_Vol,Mean_GFE,Mean_Min_GFE,Mean_PDB_SASA,Mean_PDB_HS_SASA,Mean_Excl_SASA,Mean_Excl_HS_SASA,Mean_N_Fragments,Mean_N_Heavy_Atoms,Mean_N_BBone_Atoms,Mean_Vol,Mean_Excl_Vol,Min_PDB_SASA,Min_PDB_HS_SASA,Min_Excl_SASA,Min_Excl_HS_SASA,Max_Vol,Max_Excl_Vol,Expt,System,Protein,Decision_fn,Rank
47,6,-3.04,-2.618,-2.36,"{3, 7, 41, 47, 20, 55}",1,0,30.403,52.595,34.261,131.201,196.484,1098.166,0.179,5.036,9.962,7.846,7.764,88.56,409.358,6,-15.71,-17.5,88.827,262.477,416.539,1294.409,38,13,4,526.995,2607.206,-2.618,-2.917,14.804,43.746,69.423,215.735,6.333,2.167,0.667,87.832,434.534,0,12.305,0,131.201,106.565,508.044,True,b2ar,$\beta$2 Adrenergic,1,7
60,7,-2.66,-2.341,-2.16,"{65, 36, 38, 51, 24, 58, 60}",0,0,0,50.164,24.084,247.062,165.445,1238.605,0.134,7.083,11.299,9.248,9.324,102.298,433.518,7,-16.39,-18.77,79.251,180.084,328.625,1622.653,44,20,0,521.881,3019.85,-2.341,-2.681,11.322,25.726,46.946,231.808,6.286,2.857,0,74.554,431.407,0,0.017,0,121.099,106.642,511.572,True,b2ar,$\beta$2 Adrenergic,1,8
58,5,-2.66,-2.35,-2.2,"{36, 23, 58, 59, 60}",6,0,1.336,106.066,0.017,121.099,120.167,1107.175,0.109,7.473,10.377,8.836,9.642,40.484,347.527,5,-11.75,-13.6,37.017,120.183,371.266,1018.475,25,17,1,334.496,1959.698,-2.35,-2.72,7.403,24.037,74.253,203.695,5,3.4,0.2,66.899,391.94,0,0.017,49.676,121.099,108.838,495.152,True,b2ar,$\beta$2 Adrenergic,1,9
57,8,-2.86,-2.48,-2.2,"{67, 9, 41, 45, 20, 57, 26, 31}",0,0,0,48.782,23.936,233.618,213.722,1380.538,0.155,6.018,11.616,8.837,8.923,100.39,449.865,8,-19.84,-23.54,168.037,327.227,401.045,1988.152,48,19,0,649.543,3601.195,-2.48,-2.942,21.005,40.903,50.131,248.519,6,2.375,0,81.193,450.149,0,12.305,0,135.367,100.39,518.641,True,b2ar,$\beta$2 Adrenergic,0.931,10
32,7,-2.66,-2.45,-2.57,"{64, 32, 38, 44, 51, 24, 25}",6,2,27.167,148.699,20.099,198.385,222.588,1300.83,0.171,5.811,9.756,8.406,9.181,37.77,424.295,7,-17.15,-18.76,103.672,250.856,483.912,1716.368,46,18,2,538.799,3203.75,-2.45,-2.68,14.81,35.837,69.13,245.195,6.571,2.571,0.286,76.971,457.679,0,1.866,0,128.721,109.261,514.099,False,b2ar,$\beta$2 Adrenergic,0.92,11
38,7,-2.67,-2.483,-2.49,"{32, 36, 38, 51, 19, 24, 60}",1,0,14.726,0,48.98,367.559,204.711,1264.618,0.162,4.657,11.284,8.306,9.048,97.807,511.572,7,-17.38,-18.95,129.928,219.35,452.621,1687.607,48,21,3,505.022,3072.469,-2.483,-2.707,18.561,31.336,64.66,241.087,6.857,3,0.429,72.146,438.924,0,1.828,0,128.721,102.298,511.572,False,b2ar,$\beta$2 Adrenergic,0.853,12
31,7,-4.09,-2.754,-2.57,"{1, 2, 67, 41, 20, 57, 31}",0,0,0,87.765,28.951,194.259,230.901,1265.78,0.182,5.326,11.836,7.958,8.089,98.081,413.567,7,-19.28,-23.14,63.844,325.602,492.259,1342.701,43,13,0,617.242,2954.628,-2.754,-3.306,9.121,46.515,70.323,191.814,6.143,1.857,0,88.177,422.09,0,12.305,30.547,135.367,113.097,475.129,True,b2ar,$\beta$2 Adrenergic,0.784,13
55,6,-3.04,-2.618,-2.24,"{3, 7, 41, 47, 20, 55}",4,4,13.764,141.674,24.859,235.589,196.484,1098.166,0.179,5.036,11.83,8.619,9.153,82.112,461.228,6,-15.71,-17.5,88.827,262.477,416.539,1294.409,38,13,4,526.995,2607.206,-2.618,-2.917,14.804,43.746,69.423,215.735,6.333,2.167,0.667,87.832,434.534,0,12.305,0,131.201,106.565,508.044,False,b2ar,$\beta$2 Adrenergic,0.784,14
59,4,-2.96,-2.473,-2.19,"{34, 59, 58, 5}",0,0,0,92.507,65.801,139.022,228.917,892.113,0.257,7.473,10.055,8.491,7.945,108.838,305.007,4,-9.89,-11.54,1.336,230.386,461.212,697.493,19,6,0,350.332,1304.639,-2.473,-2.885,0.334,57.597,115.303,174.373,4.75,1.5,0,87.583,326.16,0,0.017,92.507,121.099,108.838,350.721,False,b2ar,$\beta$2 Adrenergic,0.348,15
64,6,-2.64,-2.475,-2.07,"{32, 33, 64, 44, 25, 30}",5,0,17.156,80.136,8.821,269.492,296.973,1295.889,0.229,7.317,11.884,9.055,9.179,47.472,445.543,6,-14.85,-15.84,113.013,312.527,610.58,1764.862,33,15,2,475.201,2763.995,-2.475,-2.64,18.835,52.088,101.763,294.144,5.5,2.5,0.333,79.2,460.666,0,8.821,0,198.385,109.261,514.099,False,b2ar,$\beta$2 Adrenergic,0.303,16
25,6,-2.64,-2.368,-2.64,"{32, 33, 64, 65, 50, 25}",0,0,0,0,89.549,288.399,253.936,1285.563,0.198,6.193,10.524,8.308,8.101,106.535,514.099,6,-14.21,-15.86,163.3,303.572,440.672,1863.489,33,16,2,462.711,2821.084,-2.368,-2.643,27.217,50.595,73.445,310.582,5.5,2.667,0.333,77.118,470.181,0,8.821,0,198.385,106.642,514.099,False,b2ar,$\beta$2 Adrenergic,0.234,17
44,5,-2.67,-2.406,-2.43,"{32, 64, 44, 51, 19}",0,0,0,155.535,63.29,278.966,182.764,1091.663,0.167,5.811,11.569,9.493,11.095,109.261,465.502,5,-12.03,-13.45,76.052,198.318,536.41,1264.599,31,13,3,369.513,2164.115,-2.406,-2.69,15.21,39.664,107.282,252.92,6.2,2.6,0.6,73.903,432.823,0,1.866,70.677,128.721,109.261,481.851,False,b2ar,$\beta$2 Adrenergic,0.213,18
7,6,-3.04,-2.605,-2.93,"{35, 3, 37, 7, 47, 55}",0,0,0,52.634,68.65,298.553,309.325,1143.204,0.271,4.024,11.83,9.332,9.962,105.13,465.9,6,-15.63,-18.24,134.691,391.292,395.633,1695.239,36,8,4,550.246,2810.814,-2.605,-3.04,22.448,65.215,65.939,282.54,6,1.333,0.667,91.708,468.469,0,24.859,0,131.201,106.565,508.044,False,b2ar,$\beta$2 Adrenergic,0.21,19
3,6,-3.04,-2.605,-3.04,"{35, 3, 37, 7, 47, 55}",0,0,0,0,91.731,282.876,309.325,1143.204,0.271,5.98,11.592,9.538,9.784,106.565,508.044,6,-15.63,-18.24,134.691,391.292,395.633,1695.239,36,8,4,550.246,2810.814,-2.605,-3.04,22.448,65.215,65.939,282.54,6,1.333,0.667,91.708,468.469,0,24.859,0,131.201,106.565,508.044,False,b2ar,$\beta$2 Adrenergic,0.112,20
45,4,-2.86,-2.53,-2.42,"{9, 26, 45, 57}",0,0,0,0,36.472,356.079,207.299,844.613,0.245,6.777,11.022,8.268,7.005,100.295,518.641,4,-10.12,-11.44,104.193,226.103,113.097,1292.888,22,6,0,352.079,1949.823,-2.53,-2.86,26.048,56.526,28.274,323.222,5.5,1.5,0,88.02,487.456,0,23.936,0,233.618,100.39,518.641,False,b2ar,$\beta$2 Adrenergic,-0.006,21
23,3,-2.66,-2.5,-2.66,"{58, 27, 23}",4,1,17.115,49.676,28.453,339.293,166.407,729.855,0.228,9.642,10.904,10.273,10.904,48.18,495.152,3,-7.5,-7.98,18.451,166.408,155.742,896.184,10,10,1,197.743,1353.271,-2.5,-2.66,6.15,55.469,51.914,298.728,3.333,3.333,0.333,65.914,451.09,0,0.017,0,121.099,109.079,510.592,False,b2ar,$\beta$2 Adrenergic,-0.131,22
14,3,-2.95,-2.65,-2.76,"{54, 6, 14}",9,0,57.288,86.034,27.36,146.304,258.424,653.49,0.395,6.045,8.952,7.499,8.952,44.162,392.111,3,-7.95,-8.66,57.288,279.005,165.433,769.862,10,9,0,266.656,1319.06,-2.65,-2.887,19.096,93.002,55.144,256.621,3.333,3,0,88.885,439.687,0,27.36,35.346,146.304,113.097,469.992,False,b2ar,$\beta$2 Adrenergic,-0.173,23
34,5,-2.96,-2.516,-2.54,"{34, 5, 13, 59, 63}",0,0,0,113.445,71.792,169.409,455.736,1173.137,0.388,8.128,10.722,9.557,10.055,107.862,301.384,5,-12.58,-14.66,36.433,457.189,446.905,1222.393,24,1,0,504.694,1906.997,-2.516,-2.932,7.287,91.438,89.381,244.479,4.8,0.2,0,100.939,381.399,0,65.801,40.701,139.022,108.838,487.151,False,b2ar,$\beta$2 Adrenergic,-0.264,24
12,4,-4.09,-3.143,-2.82,"{8, 1, 12, 15}",0,0,0,50.4,92.819,183.879,288.406,856.533,0.337,5.659,11.412,8.392,8.105,111.427,371.032,4,-12.57,-14,18.58,335.523,269.505,930.963,15,2,0,389.896,1601.344,-3.143,-3.5,4.645,83.881,67.376,232.741,3.75,0.5,0,97.474,400.336,0,23.796,50.4,164.746,111.427,452.434,False,b2ar,$\beta$2 Adrenergic,-0.27,25
13,5,-2.82,-2.582,-2.82,"{34, 13, 19, 24, 56}",0,0,0,51.058,75.948,275.943,402.157,1194.87,0.337,8.041,11.914,9.762,9.771,96.695,462.734,5,-12.91,-14.24,62.586,402.157,371.945,1380.138,28,6,1,464.461,2180.589,-2.582,-2.848,12.517,80.431,74.389,276.028,5.6,1.2,0.2,92.892,436.118,0,18.251,28.865,169.409,109.966,495.815,False,b2ar,$\beta$2 Adrenergic,-0.279,26
1,4,-4.09,-3.188,-4.09,"{1, 2, 12, 31}",0,0,0,70.912,81.593,164.746,279.859,887.551,0.315,5.659,11.836,9.424,10.777,106.291,424.314,4,-12.75,-16.36,0,322.312,293.694,791.957,20,0,0,428.896,1637.99,-3.188,-4.09,0,80.578,73.424,197.989,5,0,0,107.224,409.498,0,28.951,50.4,164.746,113.097,429.077,False,b2ar,$\beta$2 Adrenergic,-0.28,27
8,3,-2.91,-2.827,-2.91,"{8, 12, 15}",2,0,18.58,92.841,23.796,216.374,249.267,698.837,0.357,8.105,8.3,8.202,8.3,68.874,353.564,3,-8.48,-9.91,18.58,253.93,198.593,766.217,11,2,0,283.605,1177.03,-2.827,-3.303,6.193,84.643,66.198,255.406,3.667,0.667,0,94.535,392.343,0,23.796,50.4,183.879,111.427,452.434,False,b2ar,$\beta$2 Adrenergic,-0.284,28
54,4,-2.76,-2.52,-2.24,"{40, 54, 29, 14}",0,0,0,35.346,131.171,301.008,292.734,855.756,0.342,6.045,9.812,7.742,7.37,113.097,456.957,4,-10.08,-10.91,81.619,345.514,202.013,1036.91,15,15,0,315.578,1778.734,-2.52,-2.728,20.405,86.379,50.503,259.228,3.75,3.75,0,78.894,444.683,0,27.36,0,146.304,113.097,497.048,False,b2ar,$\beta$2 Adrenergic,-0.304,29
65,4,-2.64,-2.295,-2.05,"{65, 25, 50, 60}",0,0,0,0,85.058,401.367,214.693,880.365,0.244,6.193,11.982,9.825,11.299,106.642,506,4,-9.18,-10.58,50.287,264.328,85.624,1310.94,21,1,0,409.048,1953.178,-2.295,-2.645,12.572,66.082,21.406,327.735,5.25,0.25,0,102.262,488.295,0,24.084,0,247.062,106.642,514.099,False,b2ar,$\beta$2 Adrenergic,-0.35,30
33,6,-2.64,-2.315,-2.55,"{64, 33, 68, 50, 52, 25}",4,0,68.69,176.377,34.408,331.734,386.548,1400.07,0.276,9.179,11.652,10.432,10.524,70.719,431.586,6,-13.89,-15.7,143.725,389.481,291.973,2226.886,27,12,1,512.661,2935.913,-2.315,-2.617,23.954,64.913,48.662,371.148,4.5,2,0.167,85.443,489.319,0,8.821,0,269.492,110.783,523.599,False,b2ar,$\beta$2 Adrenergic,-0.38,31
10,5,-2.85,-2.586,-2.85,"{37, 39, 10, 46, 21}",0,0,0,69.261,109.55,258.968,449.173,1018.11,0.441,4.089,11.662,7.78,8.486,104.773,410.649,5,-12.93,-14.44,41.168,564.595,263.676,1523.81,28,2,0,507.032,2290.215,-2.586,-2.888,8.234,112.919,52.735,304.762,5.6,0.4,0,101.406,458.043,0,35.063,0,255.459,113.097,510.913,False,b2ar,$\beta$2 Adrenergic,-0.457,32
9,5,-2.86,-2.452,-2.86,"{9, 45, 57, 26, 62}",2,0,39.895,64.315,65.849,311.249,391.071,1087.898,0.359,8.124,11.022,9.871,10.917,74.64,466.011,5,-12.26,-14.71,104.193,409.875,113.097,1705.698,27,6,0,460.857,2459.232,-2.452,-2.942,20.839,81.975,22.619,341.14,5.4,1.2,0,92.171,491.846,0,23.936,0,233.618,108.778,518.641,False,b2ar,$\beta$2 Adrenergic,-0.481,33
19,6,-2.82,-2.548,-2.67,"{38, 44, 13, 19, 24, 56}",1,1,24.846,81.363,104.242,389.035,434.269,1325.689,0.328,8.041,11.569,10.342,11.045,92.497,481.851,6,-15.29,-16.62,77.312,442.635,414.035,1857.254,35,7,1,563.667,2856.279,-2.548,-2.77,12.885,73.772,69.006,309.542,5.833,1.167,0.167,93.945,476.046,0,18.251,0,184.846,109.966,511.572,False,b2ar,$\beta$2 Adrenergic,-0.494,34
37,7,-3.04,-2.686,-2.52,"{35, 3, 37, 39, 7, 10, 43}",2,0,41.168,81.038,35.063,320.446,636.244,1515.812,0.42,4.024,11.662,9.532,10.904,65.86,469.572,7,-18.8,-20.38,148.301,710.07,316.898,2418.588,41,5,1,683.332,3365.02,-2.686,-2.911,21.186,101.439,45.271,345.513,5.857,0.714,0.143,97.619,480.717,0,35.063,0,258.968,113.097,510.913,False,b2ar,$\beta$2 Adrenergic,-0.501,35
50,4,-2.64,-2.393,-2.33,"{65, 25, 50, 33}",1,0,50.287,35.46,65.637,374.112,225.016,880.365,0.256,8.101,11.982,9.764,9.208,93.573,499.561,4,-9.57,-10.56,118.977,274.652,211.837,1395.612,20,5,0,377.469,1951.246,-2.393,-2.64,29.744,68.663,52.959,348.903,5,1.25,0,94.367,487.812,0,34.408,0,288.399,106.642,514.099,False,b2ar,$\beta$2 Adrenergic,-0.51,36
26,5,-2.86,-2.452,-2.64,"{9, 45, 57, 26, 62}",4,0,64.298,0,99.846,391.942,391.071,1087.898,0.359,7.005,11.381,9.204,10.306,76.754,515.306,5,-12.26,-14.71,104.193,409.875,113.097,1705.698,27,6,0,460.857,2459.232,-2.452,-2.942,20.839,81.975,22.619,341.14,5.4,1.2,0,92.171,491.846,0,23.936,0,233.618,108.778,518.641,False,b2ar,$\beta$2 Adrenergic,-0.57,37
5,5,-2.96,-2.362,-2.96,"{34, 66, 5, 59, 63}",0,0,0,149.194,92.776,267.963,544.283,1173.137,0.464,7.945,11.299,9.657,11.257,93.148,350.721,5,-11.81,-14.85,36.433,545.736,395.847,1355.003,22,1,0,516.781,1967.862,-2.362,-2.97,7.287,109.147,79.169,271.001,4.4,0.2,0,103.356,393.572,0,65.801,0,139.022,108.838,523.599,False,b2ar,$\beta$2 Adrenergic,-0.609,38
30,3,-2.59,-2.223,-2.59,"{64, 68, 30}",0,0,0,49.833,96.36,397.886,211.806,672.352,0.315,6.779,11.884,9.331,11.884,103.444,482.97,3,-6.67,-7.82,17.156,233.7,129.969,1125.002,12,5,0,261.699,1450.038,-2.223,-2.607,5.719,77.9,43.323,375.001,4,1.667,0,87.233,483.346,0,8.821,0,269.492,110.783,521.525,False,b2ar,$\beta$2 Adrenergic,-0.698,39
2,5,-4.09,-2.956,-3.27,"{1, 2, 17, 62, 31}",0,0,0,84.617,118.949,249.073,488.566,1130.322,0.432,5.725,10.815,9.18,10.777,113.097,429.077,5,-14.78,-18.81,32.05,551.01,327,1355.637,24,2,0,520.566,2214.567,-2.956,-3.762,6.41,110.202,65.4,271.127,4.8,0.4,0,104.113,442.913,0,28.951,0,164.746,113.097,509.409,False,b2ar,$\beta$2 Adrenergic,-0.717,40
15,4,-2.91,-2.69,-2.75,"{8, 12, 53, 15}",0,0,0,55.352,137.315,365.964,377.379,863.72,0.437,5.916,11.412,8.543,8.3,103.304,452.434,4,-10.76,-12.66,18.58,425.84,198.593,1181.677,14,2,0,396.577,1687.51,-2.69,-3.165,4.645,106.46,49.648,295.419,3.5,0.5,0,99.144,421.877,0,23.796,0,183.879,112.972,510.48,False,b2ar,$\beta$2 Adrenergic,-0.737,41
29,4,-2.6,-2.4,-2.6,"{40, 29, 53, 54}",6,0,24.331,80.633,32.889,273.542,457.864,932.121,0.491,9.009,11.729,10.184,9.812,45.249,432.618,4,-9.6,-10.71,24.331,490.064,115.979,1306.066,15,6,0,384.388,1897.103,-2.4,-2.678,6.083,122.516,28.995,326.517,3.75,1.5,0,96.097,474.276,0,32.889,0,273.542,113.097,510.48,False,b2ar,$\beta$2 Adrenergic,-0.744,42
11,4,-2.95,-2.635,-2.85,"{11, 28, 61, 6}",4,0,53.902,12.546,75.688,366.106,358.707,854.203,0.42,4.527,11.822,9.042,10.776,74.411,480.562,4,-10.54,-11.6,53.902,395.103,105.494,1338.428,13,4,0,391.152,1903.71,-2.635,-2.9,13.476,98.776,26.373,334.607,3.25,1,0,97.788,475.927,0,75.688,0,241.55,109.397,522.685,False,b2ar,$\beta$2 Adrenergic,-0.764,43
6,3,-2.95,-2.853,-2.95,"{11, 14, 6}",0,0,0,44.053,120.474,322.55,223.523,729.855,0.306,8.952,11.822,10.387,11.822,109.397,469.992,3,-8.56,-8.85,111.19,223.522,142.633,834.96,10,13,0,227.97,1342.665,-2.853,-2.95,37.063,74.507,47.544,278.32,3.333,4.333,0,75.99,447.555,0,27.36,12.546,146.304,109.397,480.562,False,b2ar,$\beta$2 Adrenergic,-0.783,44
61,2,-2.85,-2.495,-2.14,"{11, 61}",0,0,0,0,101.941,408.222,141.232,367.634,0.384,4.527,4.527,4.527,4.527,109.126,522.685,2,-4.99,-5.8,53.902,177.629,12.546,774.328,6,4,0,183.537,1003.247,-2.495,-2.9,26.951,88.815,6.273,387.164,3,2,0,91.769,501.623,0,75.688,0,366.106,109.126,522.685,False,b2ar,$\beta$2 Adrenergic,-0.847,45
46,4,-2.85,-2.632,-2.41,"{10, 28, 21, 46}",0,0,0,33.814,132.727,255.459,389.011,827.893,0.47,8.486,11.528,9.515,8.532,110.644,440.805,4,-10.53,-11.4,0,468.021,231.533,1065.582,18,0,0,426.293,1740.201,-2.633,-2.85,0,117.005,57.883,266.396,4.5,0,0,106.573,435.05,0,97,33.814,241.55,112.658,458.276,False,b2ar,$\beta$2 Adrenergic,-0.912,46
40,4,-2.6,-2.443,-2.48,"{40, 42, 29, 54}",0,0,0,0,154.094,316.056,432.107,932.121,0.464,7.37,9.987,8.789,9.009,113.07,497.048,4,-9.77,-10.97,24.331,464.307,149.011,1204.371,15,6,0,383.62,1831.173,-2.442,-2.742,6.083,116.077,37.253,301.093,3.75,1.5,0,95.905,457.793,0,32.889,0,273.542,113.097,497.048,False,b2ar,$\beta$2 Adrenergic,-0.924,47
52,2,-2.55,-2.42,-2.29,"{33, 52}",2,1,7.592,0,62.547,505.525,96.955,486.57,0.199,11.652,11.652,11.652,11.652,83.579,523.599,2,-4.84,-5.19,76.282,96.955,176.377,837.259,8,6,1,154.298,955.185,-2.42,-2.595,38.141,48.477,88.189,418.63,4,3,0.5,77.149,477.593,7.592,34.408,0,331.734,83.579,523.599,False,b2ar,$\beta$2 Adrenergic,-0.946,48
28,4,-2.85,-2.643,-2.6,"{16, 11, 28, 46}",0,0,0,48.895,97,241.55,435.215,973.14,0.447,10.143,11.528,10.816,10.776,98.218,430.471,4,-10.57,-11.36,53.902,435.215,155.832,1201.138,15,4,0,388.513,1800.384,-2.643,-2.84,13.476,108.804,38.958,300.285,3.75,1,0,97.128,450.096,0,75.688,12.546,241.55,110.644,480.562,False,b2ar,$\beta$2 Adrenergic,-0.957,49
21,5,-2.85,-2.624,-2.67,"{39, 10, 46, 16, 21}",0,0,0,79.563,128.744,309.605,541.924,1000.614,0.542,4.089,10.022,7.706,8.532,112.658,458.276,5,-13.12,-14.11,0,659.332,243.215,1541.387,24,0,0,546.412,2269.189,-2.624,-2.822,0,131.866,48.643,308.277,4.8,0,0,109.282,453.838,0,109.55,0,255.459,113.097,510.913,False,b2ar,$\beta$2 Adrenergic,-0.974,50
4,3,-3.01,-2.503,-3.01,"{42, 4, 66}",0,0,0,92.395,107.434,289.763,363.699,633.656,0.574,6.665,7.452,7.059,7.452,111.513,374.564,3,-7.51,-9.03,0,418.082,125.427,1012.081,9,0,0,332.499,1342.713,-2.503,-3.01,0,139.361,41.809,337.36,3,0,0,110.833,447.571,0,107.434,0,289.763,112.204,523.599,False,b2ar,$\beta$2 Adrenergic,-1.121,51
39,7,-2.85,-2.549,-2.48,"{35, 37, 39, 10, 43, 49, 21}",0,0,0,0,158.511,379.332,684.87,1418.012,0.483,6.885,11.753,9.88,10.904,113.097,510.913,7,-17.84,-19.63,148.301,827.012,343.827,2601.786,38,5,1,685.622,3360.201,-2.549,-2.804,21.186,118.145,49.118,371.684,5.429,0.714,0.143,97.946,480.029,0,35.063,0,258.968,113.097,510.913,False,b2ar,$\beta$2 Adrenergic,-1.147,52
35,5,-3.04,-2.702,-2.54,"{35, 3, 37, 39, 7}",1,0,49.356,67.692,136.728,426.574,453.268,1082.31,0.419,8.743,11.753,10.787,11.592,102.019,496.712,5,-13.51,-15.01,90.524,490.683,201.364,1707.781,31,3,0,492.671,2451.141,-2.702,-3.002,18.105,98.137,40.273,341.556,6.2,0.6,0,98.534,490.228,0,35.063,0,282.876,113.097,510.913,False,b2ar,$\beta$2 Adrenergic,-1.196,53
43,5,-2.52,-2.37,-2.44,"{37, 39, 43, 49, 63}",2,1,57.777,46.273,109.837,451.839,568.972,1117.447,0.509,5.515,11.211,9.341,10.408,85.888,503.23,5,-11.85,-13.85,135.378,602.862,168.012,1976.695,28,5,1,464.323,2481.715,-2.37,-2.77,27.076,120.572,33.602,395.339,5.6,1,0.2,92.865,496.343,0,35.063,0,320.446,113.097,510.913,False,b2ar,$\beta$2 Adrenergic,-1.196,54
68,3,-2.59,-2.383,-2.01,"{33, 68, 30}",0,0,0,0,128.519,457.624,237.393,672.352,0.353,6.779,11.599,9.189,11.599,110.783,521.525,3,-7.15,-7.82,68.69,259.287,226.21,1187.244,12,4,0,284.946,1436.081,-2.383,-2.607,22.897,86.429,75.403,395.748,4,1.333,0,94.982,478.694,0,34.408,0,331.734,110.783,521.525,False,b2ar,$\beta$2 Adrenergic,-1.201,55
63,5,-2.96,-2.47,-2.07,"{34, 5, 43, 49, 63}",1,0,36.433,40.701,150.872,370.056,540.632,1107.335,0.488,10.232,11.845,11.024,11.299,98.151,487.151,5,-12.35,-13.88,94.21,573.856,349.613,1714.289,24,3,1,486.376,2153.335,-2.47,-2.776,18.842,114.771,69.923,342.858,4.8,0.6,0.2,97.275,430.667,0,71.792,0,169.409,107.862,510.849,False,b2ar,$\beta$2 Adrenergic,-1.244,56
53,3,-2.75,-2.543,-2.28,"{53, 29, 15}",0,0,0,0,171.91,415.46,298.315,651.454,0.458,5.916,11.729,8.823,11.729,112.972,510.48,3,-7.63,-8.26,24.331,342.114,135.985,1054.966,11,6,0,261.525,1395.532,-2.543,-2.753,8.11,114.038,45.328,351.655,3.667,2,0,87.175,465.177,0,32.889,0,273.542,112.972,510.48,False,b2ar,$\beta$2 Adrenergic,-1.251,57
16,3,-2.71,-2.66,-2.71,"{16, 28, 21}",0,0,0,60.577,129.8,338.023,353.558,712.358,0.496,8.181,10.143,9.162,10.143,105.24,448.546,3,-7.98,-8.41,0,355.544,189.035,889.178,12,0,0,316.116,1337.293,-2.66,-2.803,0,118.515,63.012,296.393,4,0,0,105.372,445.764,0,97,48.895,241.55,112.658,458.276,False,b2ar,$\beta$2 Adrenergic,-1.269,58
56,4,-2.82,-2.595,-2.22,"{56, 19, 13, 22}",0,0,0,97.214,131.924,360.905,434.63,951.585,0.457,9.262,9.771,9.601,9.769,109.966,438.805,4,-10.38,-11.13,24.846,434.63,280.705,1326.107,17,1,1,406.287,1835.536,-2.595,-2.782,6.212,108.657,70.176,331.527,4.25,0.25,0.25,101.572,458.884,0,75.948,51.058,275.943,109.966,481.851,False,b2ar,$\beta$2 Adrenergic,-1.291,59
27,2,-2.66,-2.65,-2.64,"{27, 23}",0,0,0,0,137.938,435.792,166.391,486.57,0.342,10.904,10.904,10.904,10.904,109.079,510.592,2,-5.3,-5.32,17.115,166.391,49.676,775.085,5,4,1,157.259,1005.744,-2.65,-2.66,8.557,83.195,24.838,387.543,2.5,2,0.5,78.629,502.872,0,28.453,0,339.293,109.079,510.592,False,b2ar,$\beta$2 Adrenergic,-1.311,60
42,3,-3.01,-2.647,-2.45,"{40, 42, 4}",0,0,0,33.032,146.153,313.765,400.336,692.149,0.578,7.452,9.987,8.719,9.987,112.204,444.55,3,-7.94,-8.62,0,407.681,125.427,919.584,10,0,0,336.787,1316.162,-2.647,-2.873,0,135.894,41.809,306.528,3.333,0,0,112.262,438.721,0,107.434,0,289.763,113.07,497.048,False,b2ar,$\beta$2 Adrenergic,-1.369,61
66,3,-3.01,-2.673,-2.05,"{66, 4, 5}",0,0,0,0,164.495,408.553,317.666,671.362,0.473,6.665,11.257,8.961,11.257,108.782,523.599,3,-8.02,-8.98,0,364.705,241.589,966.279,11,0,0,313.443,1248.884,-2.673,-2.993,0,121.568,80.53,322.093,3.667,0,0,104.481,416.295,0,92.776,0,267.963,111.513,523.599,False,b2ar,$\beta$2 Adrenergic,-1.41,62
22,2,-2.67,-2.445,-2.67,"{56, 22}",0,0,0,51.07,122.516,300.224,254.44,486.57,0.523,9.262,9.262,9.262,9.262,107.129,452.146,2,-4.89,-5.49,0,254.44,148.284,661.129,6,0,0,217.095,890.951,-2.445,-2.745,0,127.22,74.142,330.564,3,0,0,108.547,445.476,0,122.516,51.07,300.224,109.966,452.146,False,b2ar,$\beta$2 Adrenergic,-1.43,63
17,3,-3.27,-2.707,-2.71,"{17, 2, 62}",2,0,32.05,83.706,137.745,334.749,378.021,643.753,0.587,5.725,10.766,8.245,10.766,94.319,438.2,3,-8.12,-10.63,32.05,440.466,168.323,996.632,13,2,0,316.194,1376.686,-2.707,-3.543,10.683,146.822,56.108,332.211,4.333,0.667,0,105.398,458.895,0,118.949,0,249.073,113.097,509.409,False,b2ar,$\beta$2 Adrenergic,-1.45,64
49,4,-2.48,-2.333,-2.34,"{49, 43, 63, 39}",0,0,0,0,148.579,455.022,533.909,874.162,0.611,5.515,11.845,8.621,8.504,101.327,510.849,4,-9.33,-10.81,94.21,567.799,86.974,1656.249,21,3,1,398.463,2012.143,-2.333,-2.703,23.553,141.95,21.744,414.062,5.25,0.75,0.25,99.616,503.036,0,109.837,0,370.056,113.097,510.913,False,b2ar,$\beta$2 Adrenergic,-1.551,65
62,5,-3.27,-2.724,-2.14,"{2, 9, 17, 26, 62}",0,0,0,0,183.772,412.81,543.716,1105.994,0.492,9.404,11.381,10.617,10.917,108.778,509.409,5,-13.62,-16.35,136.243,606.161,232.638,1699.823,23,8,0,467.588,2358.003,-2.724,-3.27,27.249,121.232,46.528,339.965,4.6,1.6,0,93.518,471.601,0,65.849,0,249.073,113.097,515.306,False,b2ar,$\beta$2 Adrenergic,-1.551,66
